1,1,101,
-5.000000,14400.000000,
-4.900000,12712.337001,
-4.800000,11191.947264,
-4.700000,9825.369129,
-4.600000,8599.965696,
-4.500000,7503.890625,
-4.400000,6526.054656,
-4.300000,5656.092849,
-4.200000,4884.332544,
-4.100000,4201.762041,
-4.000000,3600.000000,
-3.900000,3071.265561,
-3.800000,2608.349184,
-3.700000,2204.584209,
-3.600000,1853.819136,
-3.500000,1550.390625,
-3.400000,1289.097216,
-3.300000,1065.173769,
-3.200000,874.266624,
-3.100000,712.409481,
-3.000000,576.000000,
-2.900000,461.777121,
-2.800000,366.799104,
-2.700000,288.422289,
-2.600000,224.280576,
-2.500000,172.265625,
-2.400000,130.507776,
-2.300000,97.357689,
-2.200000,71.368704,
-2.100000,51.279921,
-2.000000,36.000000,
-1.900000,24.591681,
-1.800000,16.257024,
-1.700000,10.323369,
-1.600000,6.230016,
-1.500000,3.515625,
-1.400000,1.806336,
-1.300000,0.804609,
-1.200000,0.278784,
-1.100000,0.053361,
-1.000000,0.000000,
-0.900000,0.029241,
-0.800000,0.082944,
-0.700000,0.127449,
-0.600000,0.147456,
-0.500000,0.140625,
-0.400000,0.112896,
-0.300000,0.074529,
-0.200000,0.036864,
-0.100000,0.009801,
0.000000,0.000000,
0.100000,0.009801,
0.200000,0.036864,
0.300000,0.074529,
0.400000,0.112896,
0.500000,0.140625,
0.600000,0.147456,
0.700000,0.127449,
0.800000,0.082944,
0.900000,0.029241,
1.000000,0.000000,
1.100000,0.053361,
1.200000,0.278784,
1.300000,0.804609,
1.400000,1.806336,
1.500000,3.515625,
1.600000,6.230016,
1.700000,10.323369,
1.800000,16.257024,
1.900000,24.591681,
2.000000,36.000000,
2.100000,51.279921,
2.200000,71.368704,
2.300000,97.357689,
2.400000,130.507776,
2.500000,172.265625,
2.600000,224.280576,
2.700000,288.422289,
2.800000,366.799104,
2.900000,461.777121,
3.000000,576.000000,
3.100000,712.409481,
3.200000,874.266624,
3.300000,1065.173769,
3.400000,1289.097216,
3.500000,1550.390625,
3.600000,1853.819136,
3.700000,2204.584209,
3.800000,2608.349184,
3.900000,3071.265561,
4.000000,3600.000000,
4.100000,4201.762041,
4.200000,4884.332544,
4.300000,5656.092849,
4.400000,6526.054656,
4.500000,7503.890625,
4.600000,8599.965696,
4.700000,9825.369129,
4.800000,11191.947264,
4.900000,12712.337001,
5.000000,14400.000000,
